Season,Team,Abbreviation,Win%,Rating,Division,Conference
2009-10,St. Louis Blues,STL,0.488,79.5,Central,Western
2009-10,Columbus Blue Jackets,CBJ,0.451,78,Central,Western
2009-10,Buffalo Sabres,BUF,0.549,82,Northeast,Eastern
2009-10,Ottawa Senators,OTT,0.512,80.5,Northeast,Eastern
2009-10,Boston Bruins,BOS,0.47,78.8,Northeast,Eastern
2009-10,Montreal Canadiens,MTL,0.445,77.8,Northeast,Eastern
2009-10,Toronto Maple Leafs,TOR,0.396,75.8,Northeast,Eastern
2009-10,Vancouver Canucks,VAN,0.579,83.2,Northwest,Western
2009-10,Colorado Avalanche,COL,0.524,81,Northwest,Western
2009-10,Calgary Flames,CGY,0.518,80.7,Northwest,Western
2009-10,Minnesota Wild,MIN,0.451,78,Northwest,Western
2009-10,Edmonton Oilers,EDM,0.323,72.9,Northwest,Western
2009-10,San Jose Sharks,SJS,0.64,85.6,Pacific,Western
2009-10,Phoenix Coyotes,PHX,0.537,81.5,Pacific,Western
2009-10,Los Angeles Kings,LAK,0.53,81.2,Pacific,Western
2009-10,Anaheim Ducks,ANA,0.494,79.8,Pacific,Western
2009-10,Dallas Stars,DAL,0.482,79.3,Pacific,Western
2009-10,Washington Capitals,WSH,0.671,86.8,Southeast,Eastern
2009-10,Atlanta Thrashers,ATL,0.47,78.8,Southeast,Eastern
2009-10,Carolina Hurricanes,CAR,0.433,77.3,Southeast,Eastern
2009-10,Tampa Bay Lightning,TBL,0.433,77.3,Southeast,Eastern
2009-10,Florida Panthers,FLA,0.421,76.8,Southeast,Eastern
2008-09,New Jersey Devils,NJD,0.555,82.2,Atlantic,Eastern
2008-09,Pittsburgh Penguins,PIT,0.53,81.2,Atlantic,Eastern
2008-09,Philadelphia Flyers,PHI,0.543,81.7,Atlantic,Eastern
2008-09,New York Rangers,NYR,0.5,80,Atlantic,Eastern
2008-09,New York Islanders,NYI,0.335,73.4,Atlantic,Eastern
2008-09,Detroit Red Wings,DET,0.628,85.1,Central,Western
2008-09,Chicago Blackhawks,CHI,0.573,82.9,Central,Western
2008-09,St. Louis Blues,STL,0.5,80,Central,Western
2008-09,Columbus Blue Jackets,CBJ,0.494,79.8,Central,Western
2008-09,Nashville Predators,NSH,0.463,78.5,Central,Western
2008-09,Boston Bruins,BOS,0.665,86.6,Northeast,Eastern
2008-09,Montreal Canadiens,MTL,0.5,80,Northeast,Eastern
2008-09,Buffalo Sabres,BUF,0.494,79.8,Northeast,Eastern
2008-09,Ottawa Senators,OTT,0.463,78.5,Northeast,Eastern
2008-09,Toronto Maple Leafs,TOR,0.433,77.3,Northeast,Eastern
2008-09,Vancouver Canucks,VAN,0.561,82.4,Northwest,Western
2008-09,Calgary Flames,CGY,0.561,82.4,Northwest,Western
2008-09,Minnesota Wild,MIN,0.494,79.8,Northwest,Western
2008-09,Edmonton Oilers,EDM,0.476,79,Northwest,Western
2008-09,Colorado Avalanche,COL,0.348,73.9,Northwest,Western
2008-09,San Jose Sharks,SJS,0.652,86.1,Pacific,Western
2008-09,Anaheim Ducks,ANA,0.482,79.3,Pacific,Western
2008-09,Dallas Stars,DAL,0.439,77.6,Pacific,Western
2008-09,Phoenix Coyotes,PHX,0.457,78.3,Pacific,Western
2008-09,Los Angeles Kings,LAK,0.433,77.3,Pacific,Western
2008-09,Washington Capitals,WSH,0.598,83.9,Southeast,Eastern
2008-09,Carolina Hurricanes,CAR,0.53,81.2,Southeast,Eastern
2008-09,Florida Panthers,FLA,0.524,81,Southeast,Eastern
2008-09,Atlanta Thrashers,ATL,0.396,75.8,Southeast,Eastern
2008-09,Tampa Bay Lightning,TBL,0.372,74.9,Southeast,Eastern
2007-08,Pittsburgh Penguins,PIT,0.573,82.9,Atlantic,Eastern
2007-08,New Jersey Devils,NJD,0.512,80.5,Atlantic,Eastern
2007-08,New York Rangers,NYR,0.518,80.7,Atlantic,Eastern
2007-08,Philadelphia Flyers,PHI,0.543,81.7,Atlantic,Eastern
2007-08,New York Islanders,NYI,0.421,76.8,Atlantic,Eastern
2007-08,Detroit Red Wings,DET,0.659,86.4,Central,Western
2007-08,Nashville Predators,NSH,0.506,80.2,Central,Western
2007-08,Chicago Blackhawks,CHI,0.482,79.3,Central,Western
2007-08,Columbus Blue Jackets,CBJ,0.457,78.3,Central,Western
2007-08,St. Louis Blues,STL,0.457,78.3,Central,Western
2007-08,Montreal Canadiens,MTL,0.573,82.9,Northeast,Eastern
2007-08,Ottawa Senators,OTT,0.537,81.5,Northeast,Eastern
2007-08,Boston Bruins,BOS,0.518,80.7,Northeast,Eastern
2007-08,Buffalo Sabres,BUF,0.494,79.8,Northeast,Eastern
2007-08,Toronto Maple Leafs,TOR,0.457,78.3,Northeast,Eastern
2007-08,Minnesota Wild,MIN,0.543,81.7,Northwest,Western
2007-08,Colorado Avalanche,COL,0.512,80.5,Northwest,Western
2007-08,Calgary Flames,CGY,0.537,81.5,Northwest,Western
2007-08,Edmonton Oilers,EDM,0.421,76.8,Northwest,Western
2007-08,Vancouver Canucks,VAN,0.476,79,Northwest,Western
2007-08,San Jose Sharks,SJS,0.604,84.2,Pacific,Western
2007-08,Anaheim Ducks,ANA,0.549,82,Pacific,Western
2007-08,Dallas Stars,DAL,0.543,81.7,Pacific,Western
2007-08,Phoenix Coyotes,PHX,0.451,78,Pacific,Western
2007-08,Los Angeles Kings,LAK,0.39,75.6,Pacific,Western
2007-08,Washington Capitals,WSH,0.506,80.2,Southeast,Eastern
2007-08,Carolina Hurricanes,CAR,0.518,80.7,Southeast,Eastern
2007-08,Florida Panthers,FLA,0.463,78.5,Southeast,Eastern
2007-08,Atlanta Thrashers,ATL,0.372,74.9,Southeast,Eastern
2007-08,Tampa Bay Lightning,TBL,0.409,76.4,Southeast,Eastern
2006-07,New Jersey Devils,NJD,0.573,82.9,Atlantic,Eastern
2006-07,Pittsburgh Penguins,PIT,0.543,81.7,Atlantic,Eastern
2006-07,New York Rangers,NYR,0.5,80,Atlantic,Eastern
2006-07,New York Islanders,NYI,0.5,80,Atlantic,Eastern
2006-07,Philadelphia Flyers,PHI,0.317,72.7,Atlantic,Eastern
2006-07,Detroit Red Wings,DET,0.659,86.4,Central,Western
2006-07,Nashville Predators,NSH,0.616,84.6,Central,Western
2006-07,St. Louis Blues,STL,0.433,77.3,Central,Western
2006-07,Columbus Blue Jackets,CBJ,0.39,75.6,Central,Western
2006-07,Chicago Blackhawks,CHI,0.378,75.1,Central,Western
2006-07,Buffalo Sabres,BUF,0.598,83.9,Northeast,Eastern
2006-07,Ottawa Senators,OTT,0.616,84.6,Northeast,Eastern
2006-07,Toronto Maple Leafs,TOR,0.506,80.2,Northeast,Eastern
2006-07,Montreal Canadiens,MTL,0.5,80,Northeast,Eastern
2006-07,Boston Bruins,BOS,0.384,75.4,Northeast,Eastern
2006-07,Vancouver Canucks,VAN,0.537,81.5,Northwest,Western
2006-07,Minnesota Wild,MIN,0.53,81.2,Northwest,Western
2006-07,Calgary Flames,CGY,0.555,82.2,Northwest,Western
2006-07,Colorado Avalanche,COL,0.53,81.2,Northwest,Western
2006-07,Edmonton Oilers,EDM,0.409,76.4,Northwest,Western
2006-07,Anaheim Ducks,ANA,0.616,84.6,Pacific,Western
2006-07,San Jose Sharks,SJS,0.634,85.4,Pacific,Western
2006-07,Dallas Stars,DAL,0.561,82.4,Pacific,Western
2006-07,Los Angeles Kings,LAK,0.378,75.1,Pacific,Western
2006-07,Phoenix Coyotes,PHX,0.366,74.6,Pacific,Western
2006-07,Atlanta Thrashers,ATL,0.506,80.2,Southeast,Eastern
2006-07,Tampa Bay Lightning,TBL,0.476,79,Southeast,Eastern
2006-07,Carolina Hurricanes,CAR,0.5,80,Southeast,Eastern
2006-07,Florida Panthers,FLA,0.494,79.8,Southeast,Eastern
2006-07,Washington Capitals,WSH,0.396,75.8,Southeast,Eastern
2005-06,New Jersey Devils,NJD,0.537,81.5,Atlantic,Eastern
2005-06,Philadelphia Flyers,PHI,0.549,82,Atlantic,Eastern
2005-06,New York Rangers,NYR,0.543,81.7,Atlantic,Eastern
2005-06,New York Islanders,NYI,0.402,76.1,Atlantic,Eastern
2005-06,Pittsburgh Penguins,PIT,0.323,72.9,Atlantic,Eastern
2005-06,Detroit Red Wings,DET,0.713,88.5,Central,Western
2005-06,Nashville Predators,NSH,0.591,83.6,Central,Western
2005-06,Columbus Blue Jackets,CBJ,0.366,74.6,Central,Western
2005-06,Chicago Blackhawks,CHI,0.341,73.6,Central,Western
2005-06,St. Louis Blues,STL,0.305,72.2,Central,Western
2005-06,Ottawa Senators,OTT,0.665,86.6,Northeast,Eastern
2005-06,Buffalo Sabres,BUF,0.604,84.2,Northeast,Eastern
2005-06,Montreal Canadiens,MTL,0.512,80.5,Northeast,Eastern
2005-06,Toronto Maple Leafs,TOR,0.488,79.5,Northeast,Eastern
2005-06,Boston Bruins,BOS,0.415,76.6,Northeast,Eastern
2005-06,Calgary Flames,CGY,0.604,84.2,Northwest,Western
2005-06,Colorado Avalanche,COL,0.543,81.7,Northwest,Western
2005-06,Edmonton Oilers,EDM,0.5,80,Northwest,Western
2005-06,Vancouver Canucks,VAN,0.512,80.5,Northwest,Western
2005-06,Minnesota Wild,MIN,0.476,79,Northwest,Western
2005-06,Dallas Stars,DAL,0.591,83.6,Pacific,Western
2005-06,San Jose Sharks,SJS,0.543,81.7,Pacific,Western
2005-06,Los Angeles Kings,LAK,0.482,79.3,Pacific,Western
2005-06,Phoenix Coyotes,PHX,0.433,77.3,Pacific,Western
2005-06,Carolina Hurricanes,CAR,0.61,84.4,Southeast,Eastern
2005-06,Tampa Bay Lightning,TBL,0.488,79.5,Southeast,Eastern
2005-06,Atlanta Thrashers,ATL,0.488,79.5,Southeast,Eastern
2005-06,Florida Panthers,FLA,0.445,77.8,Southeast,Eastern
2005-06,Washington Capitals,WSH,0.372,74.9,Southeast,Eastern
2005-06,Mighty Ducks of Anaheim,MIG,0.561,82.4,Pacific,Unknown
2003-04,Philadelphia Flyers,PHI,0.579,83.2,Atlantic,Eastern
2003-04,New Jersey Devils,NJD,0.598,83.9,Atlantic,Eastern
2003-04,New York Islanders,NYI,0.53,81.2,Atlantic,Eastern
2003-04,New York Rangers,NYR,0.372,74.9,Atlantic,Eastern
2003-04,Pittsburgh Penguins,PIT,0.329,73.2,Atlantic,Eastern
2003-04,Detroit Red Wings,DET,0.652,86.1,Central,Western
2003-04,St. Louis Blues,STL,0.543,81.7,Central,Western
2003-04,Nashville Predators,NSH,0.53,81.2,Central,Western
2003-04,Columbus Blue Jackets,CBJ,0.354,74.2,Central,Western
2003-04,Chicago Blackhawks,CHI,0.311,72.4,Central,Western
2003-04,Boston Bruins,BOS,0.591,83.6,Northeast,Eastern
2003-04,Toronto Maple Leafs,TOR,0.61,84.4,Northeast,Eastern
2003-04,Ottawa Senators,OTT,0.585,83.4,Northeast,Eastern
2003-04,Montreal Canadiens,MTL,0.543,81.7,Northeast,Eastern
2003-04,Buffalo Sabres,BUF,0.494,79.8,Northeast,Eastern
2003-04,Vancouver Canucks,VAN,0.585,83.4,Northwest,Western
2003-04,Colorado Avalanche,COL,0.567,82.7,Northwest,Western
2003-04,Calgary Flames,CGY,0.555,82.2,Northwest,Western
2003-04,Edmonton Oilers,EDM,0.512,80.5,Northwest,Western
2003-04,Minnesota Wild,MIN,0.488,79.5,Northwest,Western
2003-04,San Jose Sharks,SJS,0.598,83.9,Pacific,Western
2003-04,Dallas Stars,DAL,0.579,83.2,Pacific,Western
2003-04,Los Angeles Kings,LAK,0.439,77.6,Pacific,Western
2003-04,Phoenix Coyotes,PHX,0.378,75.1,Pacific,Western
2003-04,Tampa Bay Lightning,TBL,0.61,84.4,Southeast,Eastern
2003-04,Atlanta Thrashers,ATL,0.451,78,Southeast,Eastern
2003-04,Carolina Hurricanes,CAR,0.427,77.1,Southeast,Eastern
2003-04,Florida Panthers,FLA,0.433,77.3,Southeast,Eastern
2003-04,Washington Capitals,WSH,0.341,73.6,Southeast,Eastern
2003-04,Mighty Ducks of Anaheim,MIG,0.415,76.6,Pacific,Unknown
2002-03,New Jersey Devils,NJD,0.622,84.9,Atlantic,Eastern
2002-03,Philadelphia Flyers,PHI,0.628,85.1,Atlantic,Eastern
2002-03,New York Islanders,NYI,0.494,79.8,Atlantic,Eastern
2002-03,New York Rangers,NYR,0.451,78,Atlantic,Eastern
2002-03,Pittsburgh Penguins,PIT,0.366,74.6,Atlantic,Eastern
2002-03,Detroit Red Wings,DET,0.646,85.8,Central,Western
2002-03,St. Louis Blues,STL,0.567,82.7,Central,Western
2002-03,Chicago Blackhawks,CHI,0.445,77.8,Central,Western
2002-03,Nashville Predators,NSH,0.409,76.4,Central,Western
2002-03,Columbus Blue Jackets,CBJ,0.402,76.1,Central,Western
2002-03,Ottawa Senators,OTT,0.683,87.3,Northeast,Eastern
2002-03,Toronto Maple Leafs,TOR,0.579,83.2,Northeast,Eastern
2002-03,Boston Bruins,BOS,0.506,80.2,Northeast,Eastern
2002-03,Montreal Canadiens,MTL,0.415,76.6,Northeast,Eastern
2002-03,Buffalo Sabres,BUF,0.39,75.6,Northeast,Eastern
2002-03,Colorado Avalanche,COL,0.591,83.6,Northwest,Western
2002-03,Vancouver Canucks,VAN,0.628,85.1,Northwest,Western
2002-03,Minnesota Wild,MIN,0.573,82.9,Northwest,Western
2002-03,Edmonton Oilers,EDM,0.506,80.2,Northwest,Western
2002-03,Calgary Flames,CGY,0.433,77.3,Northwest,Western
2002-03,Dallas Stars,DAL,0.652,86.1,Pacific,Western
2002-03,Los Angeles Kings,LAK,0.439,77.6,Pacific,Western
2002-03,Phoenix Coyotes,PHX,0.445,77.8,Pacific,Western
2002-03,San Jose Sharks,SJS,0.396,75.8,Pacific,Western
2002-03,Tampa Bay Lightning,TBL,0.537,81.5,Southeast,Eastern
2002-03,Washington Capitals,WSH,0.524,81,Southeast,Eastern
2002-03,Atlanta Thrashers,ATL,0.421,76.8,Southeast,Eastern
2002-03,Florida Panthers,FLA,0.372,74.9,Southeast,Eastern
2002-03,Carolina Hurricanes,CAR,0.335,73.4,Southeast,Eastern
2002-03,Mighty Ducks of Anaheim,MIG,0.543,81.7,Pacific,Unknown
2001-02,Philadelphia Flyers,PHI,0.573,82.9,Atlantic,Eastern
2001-02,New York Islanders,NYI,0.561,82.4,Atlantic,Eastern
2001-02,New Jersey Devils,NJD,0.555,82.2,Atlantic,Eastern
2001-02,New York Rangers,NYR,0.463,78.5,Atlantic,Eastern
2001-02,Pittsburgh Penguins,PIT,0.39,75.6,Atlantic,Eastern
2001-02,Detroit Red Wings,DET,0.683,87.3,Central,Western
2001-02,St. Louis Blues,STL,0.573,82.9,Central,Western
2001-02,Chicago Blackhawks,CHI,0.579,83.2,Central,Western
2001-02,Nashville Predators,NSH,0.421,76.8,Central,Western
2001-02,Columbus Blue Jackets,CBJ,0.317,72.7,Central,Western
2001-02,Boston Bruins,BOS,0.561,82.4,Northeast,Eastern
2001-02,Toronto Maple Leafs,TOR,0.585,83.4,Northeast,Eastern
2001-02,Ottawa Senators,OTT,0.53,81.2,Northeast,Eastern
2001-02,Montreal Canadiens,MTL,0.512,80.5,Northeast,Eastern
2001-02,Buffalo Sabres,BUF,0.494,79.8,Northeast,Eastern
2001-02,Colorado Avalanche,COL,0.598,83.9,Northwest,Western
2001-02,Vancouver Canucks,VAN,0.555,82.2,Northwest,Western
2001-02,Edmonton Oilers,EDM,0.537,81.5,Northwest,Western
2001-02,Calgary Flames,CGY,0.463,78.5,Northwest,Western
2001-02,Minnesota Wild,MIN,0.39,75.6,Northwest,Western
2001-02,San Jose Sharks,SJS,0.585,83.4,Pacific,Western
2001-02,Phoenix Coyotes,PHX,0.543,81.7,Pacific,Western
2001-02,Los Angeles Kings,LAK,0.555,82.2,Pacific,Western
2001-02,Dallas Stars,DAL,0.518,80.7,Pacific,Western
2001-02,Carolina Hurricanes,CAR,0.524,81,Southeast,Eastern
2001-02,Washington Capitals,WSH,0.506,80.2,Southeast,Eastern
2001-02,Tampa Bay Lightning,TBL,0.396,75.8,Southeast,Eastern
2001-02,Florida Panthers,FLA,0.329,73.2,Southeast,Eastern
2001-02,Atlanta Thrashers,ATL,0.299,72,Southeast,Eastern
2001-02,Mighty Ducks of Anaheim,MIG,0.402,76.1,Pacific,Unknown
2000-01,New Jersey Devils,NJD,0.659,86.4,Atlantic,Eastern
2000-01,Philadelphia Flyers,PHI,0.591,83.6,Atlantic,Eastern
2000-01,Pittsburgh Penguins,PIT,0.567,82.7,Atlantic,Eastern
2000-01,New York Rangers,NYR,0.433,77.3,Atlantic,Eastern
2000-01,New York Islanders,NYI,0.299,72,Atlantic,Eastern
2000-01,Detroit Red Wings,DET,0.652,86.1,Central,Western
2000-01,St. Louis Blues,STL,0.598,83.9,Central,Western
2000-01,Nashville Predators,NSH,0.47,78.8,Central,Western
2000-01,Chicago Blackhawks,CHI,0.402,76.1,Central,Western
2000-01,Columbus Blue Jackets,CBJ,0.396,75.8,Central,Western
2000-01,Ottawa Senators,OTT,0.64,85.6,Northeast,Eastern
2000-01,Buffalo Sabres,BUF,0.591,83.6,Northeast,Eastern
2000-01,Toronto Maple Leafs,TOR,0.518,80.7,Northeast,Eastern
2000-01,Boston Bruins,BOS,0.488,79.5,Northeast,Eastern
2000-01,Montreal Canadiens,MTL,0.39,75.6,Northeast,Eastern
2000-01,Colorado Avalanche,COL,0.695,87.8,Northwest,Western
2000-01,Edmonton Oilers,EDM,0.549,82,Northwest,Western
2000-01,Vancouver Canucks,VAN,0.506,80.2,Northwest,Western
2000-01,Calgary Flames,CGY,0.421,76.8,Northwest,Western
2000-01,Minnesota Wild,MIN,0.384,75.4,Northwest,Western
2000-01,Dallas Stars,DAL,0.634,85.4,Pacific,Western
2000-01,San Jose Sharks,SJS,0.561,82.4,Pacific,Western
2000-01,Los Angeles Kings,LAK,0.543,81.7,Pacific,Western
2000-01,Phoenix Coyotes,PHX,0.53,81.2,Pacific,Western
2000-01,Washington Capitals,WSH,0.561,82.4,Southeast,Eastern
2000-01,Carolina Hurricanes,CAR,0.518,80.7,Southeast,Eastern
2000-01,Florida Panthers,FLA,0.348,73.9,Southeast,Eastern
2000-01,Atlanta Thrashers,ATL,0.354,74.2,Southeast,Eastern
2000-01,Tampa Bay Lightning,TBL,0.329,73.2,Southeast,Eastern
2000-01,Mighty Ducks of Anaheim,MIG,0.372,74.9,Pacific,Unknown
2024-25,Toronto Maple Leafs,TOR,0.659,95.1,Atlantic,Eastern
2024-25,Tampa Bay Lightning,TBL,0.622,91.3,Atlantic,Eastern
2024-25,Florida Panthers,FLA,0.598,1000,Atlantic,Eastern
2024-25,Ottawa Senators,OTT,0.591,88.1,Atlantic,Eastern
2024-25,Montreal Canadiens,MTL,0.555,84.4,Atlantic,Eastern
2024-25,Detroit Red Wings,DET,0.524,81.2,Atlantic,Eastern
2024-25,Buffalo Sabres,BUF,0.482,76.9,Atlantic,Eastern
2024-25,Boston Bruins,BOS,0.463,75,Atlantic,Eastern
2024-25,Washington Capitals,WSH,0.677,96.9,Metropolitan,Eastern
2024-25,Carolina Hurricanes,CAR,0.604,89.4,Metropolitan,Eastern
2024-25,New Jersey Devils,NJD,0.555,84.4,Metropolitan,Eastern
2024-25,Columbus Blue Jackets,CBJ,0.543,83.2,Metropolitan,Eastern
2024-25,New York Rangers,NYR,0.518,80.6,Metropolitan,Eastern
2024-25,New York Islanders,NYI,0.5,78.8,Metropolitan,Eastern
2024-25,Pittsburgh Penguins,PIT,0.488,77.5,Metropolitan,Eastern
2024-25,Philadelphia Flyers,PHI,0.463,75,Metropolitan,Eastern
2024-25,Winnipeg Jets,WPG,0.707,100,Central,Western
2024-25,Dallas Stars,DAL,0.646,93.7,Central,Western
2024-25,Colorado Avalanche,COL,0.622,91.3,Central,Western
2024-25,Minnesota Wild,MIN,0.591,88.1,Central,Western
2024-25,St. Louis Blues,STL,0.585,87.5,Central,Western
2024-25,Utah Hockey Club,UTH,0.543,83.2,Central,Western
2024-25,Nashville Predators,NSH,0.415,70.1,Central,Western
2024-25,Chicago Blackhawks,CHI,0.372,65.6,Central,Western
2024-25,Vegas Golden Knights,VGK,0.671,96.3,Pacific,Western
2024-25,Los Angeles Kings,LAK,0.64,93.1,Pacific,Western
2024-25,Edmonton Oilers,EDM,0.616,90.7,Pacific,Western
2024-25,Calgary Flames,CGY,0.585,87.5,Pacific,Western
2024-25,Vancouver Canucks,VAN,0.549,83.8,Pacific,Western
2024-25,Anaheim Ducks,ANA,0.488,77.5,Pacific,Western
2024-25,Seattle Kraken,SEA,0.463,75,Pacific,Western
2024-25,San Jose Sharks,SJS,0.317,60,Pacific,Western